País de Origen,"Sector, subsector y rama",Total 2006,Total 2007,Total 2008,Total 2009,Total 2010,Total 2011,Total 2012,Total 2013,Total 2014,Total 2015,Total 2016,Total 2017,Total 2018,Total 2019,Total 2020,Total 2021,Total 2022,Total 2023,Total general
Canadá,"6242 Servicios comunitarios de alimentación, refugio y emergencia",0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"6243 Servicios de capacitación para el trabajo para personas desempleadas, subempleadas o con discapacidad",0.0,0.0,0.0,0.0,C,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,"71 Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos",C,7.2,C,3.6,0.3,C,C,0.0,0.0,0.0,1.1,C,0.1,C,0.0,0.0,0.0,0.0,22.4
Canadá,"711 Servicios artísticos, culturales y deportivos, y otros servicios relacionados",0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0
Canadá,"7113 Promotores de espectáculos artísticos, culturales, deportivos y similares",0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C
Canadá,"7114 Agentes y representantes de artistas, deportistas y similares",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,713 Servicios de entretenimiento en instalaciones recreativas y otros servicios recreativos,C,7.2,C,3.6,0.3,C,C,0.0,0.0,0.0,1.1,C,0.1,C,0.0,0.0,0.0,0.0,22.4
Canadá,7131 Parques con instalaciones recreativas y casas de juegos electrónicos,0.0,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,7139 Otros servicios recreativos,C,7.2,C,3.6,0.3,C,C,0.0,0.0,0.0,1.1,C,0.1,C,0.0,0.0,0.0,0.0,22.4
Canadá,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,77.4,85.7,41.5,38.1,181.6,185.0,225.0,152.0,141.1,74.9,80.6,84.8,95.8,90.0,91.1,116.2,217.5,38.5,"2,016.6"
Canadá,721 Servicios de alojamiento temporal,77.4,84.9,41.5,38.0,181.5,184.7,225.0,152.0,141.1,74.9,76.4,84.8,95.7,90.0,91.1,116.2,217.5,38.5,"2,011.2"
Canadá,"7211 Hoteles, moteles y similares",0.3,3.9,0.8,1.9,27.2,1.5,1.5,21.8,3.6,2.7,C,10.1,0.0,5.0,C,C,0.0,0.0,87.3
Canadá,"7213 Pensiones y casas de huéspedes, y departamentos y casas amueblados con servicios de hotelería",77.1,80.9,40.7,36.1,154.3,183.2,223.5,130.2,137.5,72.2,72.1,74.7,95.7,85.0,88.6,116.2,217.5,38.5,"1,923.9"
Canadá,722 Servicios de preparación de alimentos y bebidas,0.0,0.8,C,0.1,0.1,0.2,0.0,0.0,C,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,5.5
Canadá,7223 Servicios de preparación de alimentos por encargo,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Canadá,"7224 Centros nocturnos, bares, cantinas y similares",0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,7225 Servicios de preparación de alimentos y bebidas alcohólicas y no alcohólicas,0.0,0.8,C,0.1,0.0,0.2,0.0,C,C,0.0,C,C,0.0,0.0,0.0,0.0,C,0.0,5.4
Canadá,81 Otros servicios excepto actividades gubernamentales,C,0.0,C,C,C,8.7,C,C,0.0,0.0,C,0.5,C,C,0.0,C,C,0.0,8.4
Canadá,811 Servicios de reparación y mantenimiento,C,C,0.0,0.0,C,C,C,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8
Canadá,8111 Reparación y mantenimiento de automóviles y camiones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,8112 Reparación y mantenimiento de equipo electrónico y de equipo de precisión,C,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.9
Canadá,"8113 Reparación y mantenimiento de maquinaria y equipo agropecuario, industrial, comercial y de servicios",0.0,C,0.0,0.0,C,C,0.0,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7
Canadá,8114 Reparación y mantenimiento de artículos para el hogar y personales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,812 Servicios personales,0.0,0.0,C,C,0.0,C,0.0,C,C,0.0,0.0,0.5,C,C,0.0,C,C,0.0,1.5
Canadá,"8121 Salones y clínicas de belleza, baños públicos y bolerías",0.0,C,C,C,0.0,C,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Canadá,8122 Lavanderías y tintorerías,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,8124 Estacionamientos y pensiones para vehículos automotores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C
Canadá,8129 Servicios de revelado e impresión de fotografías y otros servicios personales,0.0,C,0.0,0.0,0.0,C,0.0,0.0,C,0.0,0.0,0.5,C,C,0.0,C,C,0.0,0.5
Canadá,813 Asociaciones y organizaciones,C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canadá,"8131 Asociaciones y organizaciones comerciales, laborales, profesionales y recreativas",C,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
